agency_id,route_color,route_desc,route_id,route_long_name,route_short_name,route_text_color,route_type,route_url
BMTC,#FFFFFF,,211N,Krishnarajendra Market - Bidadi,BR270,0,3,
BMTC,#FFFFFF,,211Q,Krishnarajendra Market - Kattalepalya,BR272,0,3,
BMTC,#FFFFFF,,298M,Devanahalli - Kempegowda Bus Station,BR1316,0,3,
BMTC,#FFFFFF,,211P,Krishnarajendra Market - Chudahalli,BR271,0,3,
BMTC,#FFFFFF,,VRP-NLO,Vidyaranyapura - Nandini Layout,BR4222,0,3,
BMTC,#FFFFFF,,211C,Krishnarajendra Market - Vaderahalli,BR258,0,3,
BMTC,#FFFFFF,,298C,Kempalingana pura - Krishnarajendra Market,BR1312,0,3,
BMTC,#FFFFFF,,211B,Kempegowda Bus Station - Somanahalli,BR257,0,3,
BMTC,#FFFFFF,,57B,MCTC Bus Stand - Kempegowda Bus Station,BR2409,0,3,
BMTC,#FFFFFF,,298B,Krishnarajendra Market - Baichapura,BR1311,0,3,
BMTC,#FFFFFF,,211E,Krishnarajendra Market - Karenahalli,BR262,0,3,
BMTC,#FFFFFF,,324E,Krishnarajendra Market - Vijayanagar,BR1632,0,3,
BMTC,#FFFFFF,,298A,Uganawadi - Krishnarajendra Market,BR1310,0,3,
BMTC,#FFFFFF,,211D,Krishnarajendra Market - Naganayakanahalli,BR260,0,3,
BMTC,#FFFFFF,,298H,New Devanahalli - Jayanagara 4th Block,BR1314,0,3,
BMTC,#FFFFFF,,211G,Krishnarajendra Market - Kodipalya,BR264,0,3,
BMTC,#FFFFFF,,211F,Kempegowda Bus Station - Kaggalipura,BR263,0,3,
BMTC,#FFFFFF,,RJK-CSB,Rajanukunte - Central Silk Board,BR3901,0,3,
BMTC,#FFFFFF,,298E,Yelahanka - Kundana Devanahalli,BR1313,0,3,
BMTC,#FFFFFF,,211H,Krishnarajendra Market - Mukkodlu,BR265,0,3,
BMTC,#FFFFFF,,210Z,Kempegowda Bus Station - Chikkalasandra Ramanjaneya Layout,BR252,0,3,
BMTC,#FFFFFF,,KWS-KMT,Shanthinagar TTMC - Kengeri KSRTC Regional Workshop,BR3666,0,3,
BMTC,#FFFFFF,,VRP-VNS,Vidyaranyapura 6th Block - Vidyaniketan School,BR4225,0,3,
BMTC,#FFFFFF,,374MA,Kengeri TTMC - Nelamangala,BR2081,0,3,
BMTC,#FFFFFF,,324D,Krishnarajendra Market - White Field Post Office,BR1631,0,3,
BMTC,#FFFFFF,,324C,Krishnarajendra Market - Hagadoor,BR1630,0,3,
BMTC,#FFFFFF,,324B,Krishnarajendra Market - Vinayakanagar,BR1629,0,3,
BMTC,#FFFFFF,,211A,Krishnarajendra Market - Vajramuneshwara Temple,BR255,0,3,
BMTC,#FFFFFF,,324A,Krishnarajendra Market - NAGAGONDANAHALLI,BR1628,0,3,
BMTC,#FFFFFF,,210Q,Shivajinagar Bus Station - Chikkallasandra Bus Stand,BR243,0,3,
BMTC,#FFFFFF,,210R,Kempegowda Bus Station - Vasanthapura,BR244,0,3,
BMTC,#FFFFFF,,210T,Banashankari Bus Station - Banashankari Bus Station,BR245,0,3,
BMTC,#FFFFFF,,210U,Kempegowda Bus Station - Kumaraswamy Layout,BR246,0,3,
BMTC,#FFFFFF,,210V,Banashankari Bus Station - Banashankari Bus Station,BR248,0,3,
BMTC,#FFFFFF,,210W,Kempegowda Bus Station - Kariyana Palya,BR249,0,3,
BMTC,#FFFFFF,,210X,Kempegowda Bus Station - Chandranagara,BR251,0,3,
BMTC,#FFFFFF,,210AC,Kempegowda Bus Station - Poornapragna Layout,BR211,0,3,
BMTC,#FFFFFF,,CS-114E,Sulthan Palya - Banashankari Bus Station,BR3073,0,3,
BMTC,#FFFFFF,,CS-114C,Sulthan Palya - Kempegowda Bus Station,BR3072,0,3,
BMTC,#FFFFFF,,176CA,Chandra Layout - Manorayana Palya,BR160,0,3,
BMTC,#FFFFFF,,212M,Banashankari Bus Station - Kengeri TTMC,BR283,0,3,
BMTC,#FFFFFF,,CS-114A,Sulthan Palya - Shivajinagar Bus Station,BR3071,0,3,
BMTC,#FFFFFF,,SBS-RYL,Shivajinagar Bus Station - Royale Concorde School,BR3936,0,3,
BMTC,#FFFFFF,,250DT,Yeshwanthpur TTMC - Yeshwanthpura,BR780,0,3,
BMTC,#FFFFFF,,54E,Vinayaka Nagara - Kempegowda Bus Station,BR2405,0,3,
BMTC,#FFFFFF,,212G,Kempegowda Bus Station - Thimmegowdana Palya,BR282,0,3,
BMTC,#FFFFFF,,212F,Kempegowda Bus Station - Tataguni,BR281,0,3,
BMTC,#FFFFFF,,AJB-CSB,Amarajyothi Badavane - Central Silk Board,BR2606,0,3,
BMTC,#FFFFFF,,212D,Kempegowda Bus Station - Agara,BR280,0,3,
BMTC,#FFFFFF,,212C,Krishnarajendra Market - Nagegowdana Palya,BR279,0,3,
BMTC,#FFFFFF,,212B,Krishnarajendra Market - Narayanapura,BR278,0,3,
BMTC,#FFFFFF,,VPS-YBS,Vidyanikethan Public School - Yeshwanthpur TTMC,BR4218,0,3,
BMTC,#FFFFFF,,MEICL-JFWTC,MEI Colony - JFWTC-ITPL,BR3722,0,3,
BMTC,#FFFFFF,,325A,Kempegowda Bus Station - Harohalli,BR1634,0,3,
BMTC,#FFFFFF,,211T,Krishnarajendra Market - OB Choodahalli,BR275,0,3,
BMTC,#FFFFFF,,211U,"Kempegowda Bus Station - Judicial Layout,8th main,TalagattaPura",BR276,0,3,
BMTC,#FFFFFF,,250DA,Jalahalli Cross - Jalahalli Cross,BR779,0,3,
BMTC,#FFFFFF,,211R,Krishnarajendra Market - Anchipura Colony,BR273,0,3,
BMTC,#FFFFFF,,213Q,Krishnarajendra Market - Muthurayapura,BR303,0,3,
BMTC,#FFFFFF,,213P,Krishnarajendra Market - TAYAPPANA DODDI,BR302,0,3,
BMTC,#FFFFFF,,213R,Krishnarajendra Market - Sadanapalya,BR305,0,3,
BMTC,#FFFFFF,,213M,Krishnarajendra Market - Allalasandra,BR300,0,3,
BMTC,#FFFFFF,,213L,Krishnarajendra Market - Hosa Doddi,BR299,0,3,
BMTC,#FFFFFF,,213N,Kempegowda Bus Station - Nettigere,BR301,0,3,
BMTC,#FFFFFF,,213H,Krishnarajendra Market - Betta Halli Kaval,BR296,0,3,
BMTC,#FFFFFF,,213K,Krishnarajendra Market - Gundanjaneya Swamy Temple,BR298,0,3,
BMTC,#FFFFFF,,213J,Krishnarajendra Market - Bokipura,BR297,0,3,
BMTC,#FFFFFF,,213E,Krishnarajendra Market - Thokathimmanadoddi,BR292,0,3,
BMTC,#FFFFFF,,213D,Krishnarajendra Market - Kempaiahanapalya,BR288,0,3,
BMTC,#FFFFFF,,213G,Krishnarajendra Market - New Gabadi,BR295,0,3,
BMTC,#FFFFFF,,213F,Krishnarajendra Market - Bannigiri,BR293,0,3,
BMTC,#FFFFFF,,55B,Kempapura Agrahara - Krishnarajendra Market,BR2406,0,3,
BMTC,#FFFFFF,,OASIS-YPR,Oasis School - Yeshwanthpur TTMC,BR3834,0,3,
BMTC,#FFFFFF,,213A,Krishnarajendra Market - Nettigere,BR285,0,3,
BMTC,#FFFFFF,,326E,Krishnarajendra Market - Hosakote Bus Stand,BR1636,0,3,
BMTC,#FFFFFF,,213B,Krishnarajendra Market - Kagalahalli,BR286,0,3,
BMTC,#FFFFFF,,213C,Krishnarajendra Market - Nawkal palya,BR287,0,3,
BMTC,#FFFFFF,,326C,Krishnarajendra Market - Kadugodi Bapuji circle,BR1635,0,3,
BMTC,#FFFFFF,,SBS-ARSP,Shivajinagar Bus Station - Aero Space HAL,BR3925,0,3,
BMTC,#FFFFFF,,KBS-12HK,Kempegowda Bus Station - Hosakote Bus Stand,BR3517,0,3,
BMTC,#FFFFFF,,YRM-MCTC,MCTC Bus Stand - YPR RMC,BR4265,0,3,
BMTC,#FFFFFF,,213T,Krishnarajendra Market - Veerasandra,BR306,0,3,
BMTC,#FFFFFF,,213V,Krishnarajendra Market - Harohalli,BR307,0,3,
BMTC,#FFFFFF,,213Z,Kempegowda Bus Station - Harohalli,BR308,0,3,
BMTC,#FFFFFF,,214B,Krishnarajendra Market - Girigowdana Doddi,BR311,0,3,
BMTC,#FFFFFF,,214A,Shivajinagar Bus Station - Tattaguppe,BR310,0,3,
BMTC,#FFFFFF,,214D,Krishnarajendra Market - Taralu ESTATE,BR313,0,3,
BMTC,#FFFFFF,,214C,Kempegowda Bus Station - Mukkodlu,BR312,0,3,
BMTC,#FFFFFF,,214E,Krishnarajendra Market - Muninagara,BR315,0,3,
BMTC,#FFFFFF,,214F,Yeshwanthpura Market - Mukkodlu,BR316,0,3,
BMTC,#FFFFFF,,214G,Krishnarajendra Market - Gottigehalli,BR317,0,3,
BMTC,#FFFFFF,,214H,Krishnarajendra Market - Gullahatti Kaval,BR318,0,3,
BMTC,#FFFFFF,,214J,Krishnarajendra Market - Nallakkanadoddi,BR319,0,3,
BMTC,#FFFFFF,,214K,Banashankari Bus Station - Tattaguppe,BR320,0,3,
BMTC,#FFFFFF,,214L,Krishnarajendra Market - KADUJAKKASANDRA,BR321,0,3,
BMTC,#FFFFFF,,ORRCA-ELCIN,Outer Ring Road Company Association - Electronic City Infosys Software Company,BR3841,0,3,
BMTC,#FFFFFF,,JFWTC-CVR,JFWTC - C V Ramanagra,BR3432,0,3,
BMTC,#FFFFFF,,215A,Krishnarajendra Market - Kothnuru Kanakapura Road,BR323,0,3,
BMTC,#FFFFFF,,600D,Minaz Nagara - Shikaripalya,BR2434,0,3,
BMTC,#FFFFFF,,THDL-KBS,Tindlu - Kempegowda Bus Station,BR3997,0,3,
BMTC,#FFFFFF,,600C,Banashankari Bus Station - Chandapura,BR2429,0,3,
BMTC,#FFFFFF,,215E,Kempegowda Bus Station - Eshwara Layout,BR335,0,3,
BMTC,#FFFFFF,,600A,MCTC Bus Stand - Chandapura,BR2428,0,3,
BMTC,#FFFFFF,,215D,Kempegowda Bus Station - Eshwara Layout,BR334,0,3,
BMTC,#FFFFFF,,215C,Krishnarajendra Market - Jambusavari dinne,BR330,0,3,
BMTC,#FFFFFF,,215B,Krishnarajendra Market - Avalahalli BDA Layout,BR326,0,3,
BMTC,#FFFFFF,,215H,Kempegowda Bus Station - Jambusavari dinne,BR338,0,3,
BMTC,#FFFFFF,,320B,Kempegowda Bus Station - GANDHIPURA,BR1595,0,3,
BMTC,#FFFFFF,,215I,Kempegowda Bus Station - Punjab National Bank Layout,BR341,0,3,
BMTC,#FFFFFF,,320A,Kempegowda Bus Station - NAGAGONDANAHALLI,BR1594,0,3,
BMTC,#FFFFFF,,215F,Krishnarajendra Market - Kothnuru Kanakapura Road,BR336,0,3,
BMTC,#FFFFFF,,320D,Kempegowda Bus Station - Attibele,BR1597,0,3,
BMTC,#FFFFFF,,215G,Kempegowda Bus Station - Srinidhi Layout,BR337,0,3,
BMTC,#FFFFFF,,320C,Shivajinagar Bus Station - Vaidehi Hospital,BR1596,0,3,
BMTC,#FFFFFF,,215L,Jeevan Bhimanagara Bus stand - Kothnuru Kanakapura Road,BR344,0,3,
BMTC,#FFFFFF,,215M,Kempegowda Bus Station - Vinayaka Nagara Telecome Layout,BR345,0,3,
BMTC,#FFFFFF,,320E,Shivajinagar Bus Station - NAGAGONDANAHALLI,BR1598,0,3,
BMTC,#FFFFFF,,215J,Kempegowda Bus Station - Kothnuru Kanakapura Road,BR342,0,3,
BMTC,#FFFFFF,,320H,Shivajinagar Bus Station - GANDHIPURA,BR1599,0,3,
BMTC,#FFFFFF,,600F,BANASHANKARI TTMC - Attibele,BR2435,0,3,
BMTC,#FFFFFF,,215K,Krishnarajendra Market - Anjanapura,BR343,0,3,
BMTC,#FFFFFF,,600G,ISRO Layout - Chandapura,BR2440,0,3,
BMTC,#FFFFFF,,215P,Kempegowda Bus Station - Sowdamini Kalyana Mantapa,BR352,0,3,
BMTC,#FFFFFF,,320J,Hope Form - Hope Form,BR1600,0,3,
BMTC,#FFFFFF,,BMT23-BMES,BMT-23 - BM English School Bellahalli,BR2747,0,3,
BMTC,#FFFFFF,,BMT11-KVBS,Depot 11 - Kaval Byrasandra,BR2724,0,3,
BMTC,#FFFFFF,,215N,Kempegowda Bus Station - Anjanapura,BR348,0,3,
BMTC,#FFFFFF,,215T,Krishnarajendra Market - Tulasipura,BR354,0,3,
BMTC,#FFFFFF,,SBS-BPL,Bapuji Layout - Shivajinagar Bus Station,BR3928,0,3,
BMTC,#FFFFFF,,215U,Shivajinagar Bus Station - Kothnuru Kanakapura Road,BR355,0,3,
BMTC,#FFFFFF,,600Q,BANASHANKARI TTMC - Electronic City 2nd Phase,BR2445,0,3,
BMTC,#FFFFFF,,215R,Kempegowda Bus Station - Kothnuru Kanakapura Road,BR353,0,3,
BMTC,#FFFFFF,,BTP-KMK,Bagmane Teck Park - Kamakya Talkies,BR2817,0,3,
BMTC,#FFFFFF,,215Z,Krishnarajendra Market - Bannerughatta Circle,BR359,0,3,
BMTC,#FFFFFF,,215W,Banashankari Bus Station - Banashankari Bus Station,BR356,0,3,
BMTC,#FFFFFF,,V-212,Kempegowda Bus Station - Thalaghattapura Bus Stop,BR4032,0,3,
BMTC,#FFFFFF,,215Y,Banashankari Bus Station - Banashankari Bus Station,BR358,0,3,
BMTC,#FFFFFF,,215X,Krishnarajendra Market - Thippasandra,BR357,0,3,
BMTC,#FFFFFF,,321A,Krishnarajendra Market - Seegehalli,BR1602,0,3,
BMTC,#FFFFFF,,KBG-KWS,Kumbalgodu - Kengeri KSRTC Regional Workshop,BR3512,0,3,
BMTC,#FFFFFF,,216B,Krishnarajendra Market - Bade Katte,BR363,0,3,
BMTC,#FFFFFF,,216A,Krishnarajendra Market - Byrasandra,BR362,0,3,
BMTC,#FFFFFF,,321G,Kempegowda Bus Station - Muthkuru,BR1606,0,3,
